,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
10,"I am headed back to Hopkins tomorrow for more procedures -CT scan and (pending a
good result of that and hopefully!) drain removal. I am a bit apprehensive about making
                        
the trip solo, but I think I'll be ok as I am no longer feeling overwhelmed by small things,
as I was in the hospital and for the first two weeks at home. When I realized today that I
must have an adult with me to escort me out of the PACU following the drain removal
procedure (as I'll be coming off sedation), my wonderful cousin Ilene, who lives in
Baltimore with her family (her husband, David, is my dear first cousin), very kindly said
she'd be there.
There are a lot of unknowns right now, as I expect there will be for months (years?) to
come: will I be able to have the drain removed on Thursday? Has any cancer reemerged
in the meanwhile, as the CT scan might reveal? Can I start chemo soon (ie next week)?
How will those treatments affect me? Will I be able to handle them? Should I start
investigating options for when my hair will (likely) fall out? Well, I'll try not to get too far
ahead of myself.
Lovely visits and kind gestures from friends Chris, Helen and Albert warmed my spirits. A
kind neighbor came by with a book of short inspirational texts for me to take to Hopkins
with me. I so appreciate the well wishes, texts, emails, and random (or actually not so
random) acts of kindness. :)",2,fear,0.92493045,0.00199706,0.000729351,0.92493045,0.005168052,0.0034847104,0.002675358,0.061015055
11,"The drain’s not coming out. While the stomach abcess has shrunk from 12 to 9 cm, it’s
still producing too much fluid (about 38 cl a day and they’d like to see 10!). W/out going
into too much detail, I was frustrated with the radiation oncologist I saw, who made the
determination about the drain, and this put me in a stressed out funk. She had not read
the report on my CT scan (which I had this morning) prior to my arrival. She said she
would consult w my surgeon, Dr. Beavis, but Dr. Beavis’ nurse had said that Dr. Beavis
would defer to radiation oncology on decisions regarding the drain. She (radiation
oncologist) said perhaps I could start chemo even without the drain pulled (as the
antibiotics I’m taking would offer additional protection) but both Dr. Beavis and Dr. Patel
(medical oncologist in State College) seemed to me adamantly opposed to this idea. She
also mentioned that I might start taking an anti-fungal medication. The first way it might
be delivered could pose risks to my heart (!!) so it would probably be delivered via port.
The CT scan report mentioned no new tumor growth; that is good. I just hope that the
best informed decision can be made regarding next steps. These will obviously include a
return trip here before long - definitely not convenient, but I’ll do whatever is necessary. 
Sent from CaringBridge iPhone app",0,anger,0.6650391,0.6650391,0.07481444,0.016430676,0.0019431837,0.0982234,0.12919739,0.014351729
12,"I am feeling better following a long phone call w/my surgeon, Anna Beavis (who
continues to be wonderful and who explains everything very clearly and thoroughly to
me), and now knowing that Drs. Beavis, Mehta (radiation oncologist) and Patel (medical
oncologist here in State College) have now all consulted and that everyone is on the
same page. The one stomach drain will stay in for approximately 2+ weeks longer
(precisely, two weeks after I begin receiving, on Tuesday, an anti-fungal medication
called micafungin through the port that I will have placed on Monday and through which
I'll also receive chemo). The doctors hope the anti-fungal medication may help diminish
the amount of fluid my stomach abscess is producing. In any event, after about two
weeks they will make a determination about whether I should return to Hopkins for
another CT scan or whether chemo could start right away in State College. This will
depend in large part on how much drainage there is from my stomach.
I'm sure all these details are scintillating...
My wonderful friend Ruth brought 'lunch for two' from Wegman's to my house and we
had a lovely time catching up. She encouraged me to turn my disappointment about
things I'm not doing this summer, which winds up draining my energy, into a forward
hopeful look towards doing them next year. This does not mean denying the feeling of
disappointment and sadness, but not wallowing in it. I am sooo disappointed, for
example, to not be attending tomorrow the Pride Parade in Paris with my friend Randy
and often other friends, a day I look forward to all year as a celebration of diversity,
tolerance, love -- and as a simply fabulous, joyous, incredibly fun party all over Paris but
mainly in the Marais. Next year.
In the meantime, there have been the debates, the FIFA Women's World Cup (the USA
continues not to disappoint!), and lots of visits from friends. And Ben will be here
tomorrow for a visit!
                        
Oh, and I drove today for the first time since before my surgery on 8 May. It felt ok - I
drove myself to have some bloodwork done - and I'm encouraged to increase my
independence by driving more.
Headed to services soon. Shabbat shalom,",5,sadness,0.69805163,0.0033072338,0.0024572816,0.0101556,0.18258348,0.05396269,0.69805163,0.049482167
13,"Aside from driving, I accomplished a few more 'firsts' this weekend (since surgery): I
drove to the Saturday farmers market for the first time this summer. Anyone who knows
me well knows that, as a confirmed foodie, I love shopping at farmers markets (whether
in State College, Paris, New York or elsewhere) and cooking with whatever is fresh and
local. I also enjoy our farmers market as a social scene - it's always nice to run into
friends and neighbors and I was missing that. Fortunately, my dear friend Maria met me
at the market because it proved a slight challenge. I was fine for about half an hour but
then the heat (perhaps 85 degrees?) starting getting to me and I felt rather weak. Maria
scuttled me under a tent set up with chairs and brought me a very refreshing drink of
Pineapple Shrub from Tait Farm (a great local place) and sparkling water. After a while I
felt fine and drove home. And I did manage to nab some great looking red and golden
beets from local Amish farmers, some garlic scapes and four freshly baked donuts in
preparation for Ben's arrival later that morning.
Speaking of food, my cooking mojo may be returning. Not sure whether it's a 'one off,'
whether I like nothing better than to cook for Ben, or some other reason, but I prepared a
salad with the beets tossed with a good vinaigrette and goat cheese and also made
some tangy garlic scape pesto, which we slathered on penne. Ben cooked the mahi-
mahi. I'm still *extremely* grateful for the meals that friends are bringing me, as the
cooking did tire me out a bit and do not have the energy to do it every day, but I'm very
glad to feel motivated, for the first time since surgery, to cook some favorite summer
dishes.
Having Ben here for a short overnight visit was the best medicine. We talked, shopped,
cooked, ate, relaxed, and (re)watched Anthony Bourdain's episode shot in Lyon in
preparation for Ben and Sammi's upcoming trip there (Ben and I were supposed to go
together, but since I can't do so this summer I'm delighted to send him and his girlfriend
and to get a full report from them -- with lots of pictures).
I am anxious about having my port placed tomorrow. I hope the procedure goes well.
Between the stomach drain and the port, I expect to feel like a bionic woman by then.
I had a scare at Hopkins when, while trying to locate the infectious diseases unit, I
mistakenly stumbled into a waiting room full of cancer patients, many of whom were
wearing surgical masks, and many of whom looked to me quite ill (very thin, in
wheelchairs, bald, sickly, coughing etc.). As I feel (and look) relatively 'good' (or at least
better....) right now (and at least compared to right after surgery), I wonder if I have
lulled myself into a false sense of normalcy and complacency, trotting off to the farmers
market to schmooze with my friends. What's the line that separates me from those
cancer patients waiting to see their doctors? I have cancer too. The images made me
shudder and I needed to refocus and get back into the present and the task at hand of
                        
recovery and treatment. Yea, though I walk through the valley of the shadow of death...
Photos",3,joy,0.97779506,0.0008187104,0.0011308964,0.00097429997,0.97779506,0.006848285,0.00889727,0.003535432
14,"I had my port successfully placed this morning. The procedure only took about 15-30
minutes (I was completely out from the sedation), but I wound up being at the outpatient
surgical clinic from about 9 to 1:30. I'm starting to feel a bit of pain/discomfort now that
the local anesthetic is wearing off, but nothing that a dose of Percocet tonight shouldn't
be able to alleviate.
Tomorrow -- in a scenario that is making me a bit anxious but that I am hoping will also
work out fine -- a nurse will be driving to my house from Akron, OH (!!) to administer my
first dose of anti-fungal medication through my port (which will hopefully help further
clear up the stomach abscess issue) and to show *me* how to administer it after that.
The medicine is supposed to be delivered to my home between 10 and 11 tomorrow.
These are the some of the inconveniences of living in a somewhat remote area, I'm
finding: I suppose a nurse skilled at giving infusions (and working for a home health
agency) could not be found closer to me. However ""nurse Ruth"" just called me and she
sounds extremely competent and 'on task' so I will go with the flow.
...and then it will be *back* to Hopkins next week for what I'm really hoping will be a final
CT scan and drain removal. Which means I again need to try to set up rides and make
arrangements. It is not convenient but it is certainly worth it for the excellent care I am
getting.
Meanwhile, the sun is still shining on this beautiful day so I think I'll go sit outside and
finish reading an excellent _New Yorker_ article about Emmanuel Macron's presidency.
One day at a time.",2,fear,0.69860756,0.0053965426,0.012168418,0.69860756,0.018145055,0.17338207,0.06862362,0.02367684
15,"The past few days have been a bit frustrating but I'm focusing on the positive. I am
having an anti-fungal medication, micafungin, delivered via my port to hopefully help
clear up my stomach abscess (so far, I have not noticed any effect on the amount of
stomach fluid I've been draining). The goal is for me to be able to administer this
medication myself, through my port (through which I'll also receive chemo), but it seems
quite daunting (many steps, but I think I'll get there). So this morning I am having a third
visiting nurse come administer the medication and offer me a third lesson in how to do
it. Nurse Ruth, who drove here from Akron, Ohio (4 hours), was good humored and very
capable, but yesterday Nurse David actually helped teach me better (both were very
nice and to a certain extent helped alleviate my anxiety, at least temporarily). Nurse
Todd will, I believe, be arriving soon. The infusion, which drips from a bag hung up on an
IV pole, takes about an hour and I have to take this med for one month. I can move
around with the pole and do other things around the house.
I am also having a hard time arranging transport to/from Baltimore (an unanticipated
problem, partly because I did not realize that I'd have to be making so many trips
there!), but my wonderful friend Sandy is going to drive me there next Wednesday for
another CT scan, consult w/Dr. Mehta (radiation oncologist) and -- again, hopefully (but
again, it may not happen) - drain removal.
I had a great talk last night with Rhonda, an ovarian/uterine cancer survivor who was
treated at Hopkins and is my 'mentor' via a Hopkins-based program called Woman to
Woman. Rhonda was very validating about my feelings, shared her own experiences and
those of other survivors, and was also super-encouraging about the current treatments
and of course the world-class medical care at Hopkins. We are the same age, both have
one son (hers a bit older) and she lives just about 25 miles from here, in Lewistown (her
husband and son both work in State College). It feels wonderful to have this 'lifeline' (and
the reinforced mantra of ""you are not alone""), along with a similar great connection with
Diane in New York (a member of my extended family and also a survivor) and likely soon
a support group in State College that is planning a picnic for August. I am so grateful.
I have been having a lot dreams about France. Of course, I'd love to be there and miss
my 'happy place.' In one dream, I was in the driver's seat of a car that I had stopped in a
dusty lot, somewhere in the US, with, above me, a maze of highways densely packed
with urban  traffic. I was trying to set my GPS to figure out how to drive to France but all
sorts of odd maps kept popping up. In another dream, I am in France and order a ""Perrier
menthe"" (my go to drink for very hot summer days in Paris) but the waiter instead brings
                        
me an Apérol spritz, only filled up about halfway, and I am disappointed (I am not a big
fan of Apérol, as many are, far preferring my spritz with Campari - miam miam). In 'real
life,' I've of course been avidly following the women's world cup matches taking place all
over France. And Ben and Sammi will be heading to Paris tomorrow, and I will be
enjoying their trip to Paris and Lyon vicariously. I can feel my own travel bug restless
within me and am already dreaming up some new trips - hopefully.
Grateful to friends John, Sandy and Ron, and Clare for recent visits, delicious food
(posole, flan, couscous, chilled asparagus soup!) and good cheer.
Warm thanks to friends who have written emails recently. I *will* write back soon! In
fact, I am in the midst of answering each of them, but want to give each the attention it
deserves, as I do my friendship with you generally as it is important to me. Sorry for the
lateness, then, but you'll hear from me soon.
Happy birthday, America.
Hugs,
emails",2,fear,0.7933916,0.0036008726,0.0062042563,0.7933916,0.07362245,0.06918845,0.03327663,0.0207157
16,"If I am learning anything on this journey it is to better identify, and be
grateful for, acts of kindness.
My sweet cousin, Raphael Noah Eagle, along with his dad, my dear first
cousin David Eagle, will soon be participating in a 90 mile bike race to raise
money for Friendship Circle, an organization that works to end the
loneliness of children and adults with disabilities (you can read David's
description below). Raphael and David are kindly making me the 'honoree'
of their race! I couldn't be more touched. Thank you, Team Eagle. And so
glad to know too that you are nearby in Baltimore, where it turns out I'm
now a frequent visitor.
Dear Friends and Family,
 
On July 18, G-d willing, Raphael Noah and I will be joining dozens of cyclists to undertake a challenging 90-mile ride in
support of Friendship Circle.  Friendship Circle is an amazing organization whose mission is to end loneliness for special
                        
needs children and adults through a variety of programs.  I just heard that they sponsored and accompanied 22 young
men and women with special needs on a trip to Israel, none of whom had ever traveled before without their parents.  True
""chesed"" (kindness)!
 
I don't know if I will be able to complete the 90 miles in the heat of July, but I am planning to have a blast with Raphael
and our cycling buddies in support of a worthy cause.  This year we are dedicating our ride to our courageous cousin Willa
Silverman, who is determined to overcome the health challenges she is currently facing.  Raphael has added a nice note
and photo of Willa on his fundraising page (see link below).
 
The Talmud says that ""charity hastens the redemption,"" which means both the universal redemption when the world will
leave in peace as well as our own personal redemptions that we all strive to achieve.  If you feel inclined to make a
charitable donation toward Raphael's gutsy ride for a very good cause, please click on this link:
 
https://www.teamfriendship.org/bikejerseyshore/RaphaelNoah
 
With love and appreciation,
David
https://www.teamfriendship.org/bikejerseyshore/RaphaelNoah",3,joy,0.9346829,0.0044257934,0.0015433957,0.008310827,0.9346829,0.039673127,0.00579848,0.005565483
17,"There is not much new to report. I am focused on my upcoming trip to
Hopkins on Wednesday-Thursday and hope that my CT scan will provide
evidence that my stomach drain can be removed; I guess I have to prepare
for the possibility that it won't be, though.This really is a marathon - yeesh.
Cheered that my friend Sandy will kindly accompany/drive me to/from
Baltimore. We'll both have rooms in the Residence Inn near the Hopkins
Medical Center (lots of out of town patients stay there, and the staff is very
nice), which has a lovely rooftop restaurant with panoramic views of the
city.
Nurse Todd came over today to change the needle in my port; this needs to
be done once a week. He also gave me a refresher in how to administer my
micafungin infusion as my previous two solo attempts resulted in either the
medicine and/or my blood spurting out of the tubing, which was stressful to
witness. Today I managed to do everything correctly, but after the medicine
had finished dripping I waited too long to proceed to the next step (flushing
my tubing with saline and then an anti-clotting med) as I was enjoying a
visit with my friend Maria, and my tubing (which I had forgot to clamp once
the medicine finished dripping) again filled with some blood. Oy. I think
tomorrow will be a charm. Then I'll need to throw two days worth of the med
                        
-- which I'm expecting to arrive tomorrow via UPS as part of my next weekly
delivery -- on cold packs for transport to Baltimore, along with my i.v. pole,
so that I can administer the med when I'm there. Nothing in life is simple :(
Tomorrow is the second anniversary of my father's death from lung cancer
and other ailments and of course I'll be thinking of him (and unless I'm
unable I'll also observe his yartzheit at synagogue on shabbat a bit later this
month). While it's awful for any parent to witness a child experience a
serious illness, I think it would have been particularly hard on my father in
his extreme ill health. My mother, thankfully, has a tremendous amount of
fortitude, is very pragmatic, and as a cancer survivor herself understands
well certain aspects of my treatment. She's been a great comfort to me.
Aside from a lovely visit with Maria, I enjoyed breakfast out at a local bagel
place with my friend Gay. After sitting for a while, my abdomen starts to feel
uncomfortable, but I was still grateful for the simple pleasure (and frequent
ritual) of having breakfast and catch-up with a close friend.
My college classmate and friend Josh sent me some koans familiar to him
from his martial arts practice. Per Wikipedia (!), a koan is ""a story, dialogue,
question, or statement which is used in Zen practice to provoke the 'great doubt' and to
practice or test a student's progress in Zen."" There is also sometimes an element of
paradox in koans.
Face hard times with an unshakable spirit.
Be patient with yourself and with others.
Keep a strong center.
Be grateful for each moment.
If you fall seven times, get up eight times.
Another koan Josh sent asks the question of which is stronger, a steel rod or a
bamboo stalk? Answer: the bamboo stalk, as it is more flexible and can adapt or bend
as situations require.
I think I may need, among other elements including continued excellent medical care,
both the perseverance of the Zen master and the gutsy badassery of a Megan Rapinoe
                        
to meet the challenges ahead.
Big love,",3,joy,0.3170483,0.006457098,0.10313168,0.20389122,0.3170483,0.08839548,0.25117347,0.029902698
18,"If all goes as planned, my remaining stomach drain will be removed tomorrow morning.
The CT scan of my abdomen, which I had taken this morning, revealed that the abscess
has again shrunk in size. It is not completely resolved, so I’ll continue to take two strong
antibiotics and the antifungal med for a few more weeks at least. But the radiation
oncologist, Dr. Mehta, thinks chemo should not be delayed further, even if there’s a risk
that the stomach infection could still interfere with the chemo (causing it to be
interrupted or even necessitating placement of another stomach drain). There is so much
uncertainty in this cancer journey, ie the ‘narrow bridge’ that I wrote about in another
post. I’m hoping and presuming that my other doctors will be on board with this plan.
No signs of new visible cancer in this particular CT scan - good news.
I’ll have to return to Hopkins in a few weeks for follow up.
So my chemo could begin quite soon, as early as next week.
I asked the doctor if I could have a celebratory glass of wine tonight but she advised that
it interacts badly with Flagyl and would make me feel sick. I haven’t had a drop of
alcohol since early May and it looks like I’ll need to wait longer to enjoy a glass of wine or
                        
a cocktail. It’s ok. My friend Sandy, who very kindly accompanied me on this trip, and I
will enjoy a nice dinner in the hotel’s rooftop restaurant. And I’m vicariously enjoying Ben
and Sammi’s food and wine adventures in the Lyonnais!
Sent from CaringBridge iPhone app",3,joy,0.47015598,0.0048487354,0.0051193377,0.09574741,0.47015598,0.22279595,0.17792785,0.02340478
19,"Back from the quick overnight trip to Baltimore. Had another CT scan of my abdomen (I
am almost used to the yucky tasting 'drink' ingested before the procedure, but still could
not help spitting up afterwards the contrast dye injected into me, which filled my mouth
with a metallic salty taste and my body with a warm and unpleasant rush). Then I met
with Dr. Mehta, the radiation oncologist, who said that although the stomach abscess has
not completely resolved (it has shrunk by about half and is producing less fluid than
before), she felt that the better plan at this point would be to remove the stomach drain,
keep me on two strong antibiotics and an anti-fungal for 4-6 more weeks, and proceed to
chemo. Of course, the risk still remains that the infection could rear its head during
chemo, causing the chemo to 'blow up' (as Dr. Patel said), and in turn necessitating a
temporary stoppage of chemo and/or reinsertion of stomach drain. I will need to ask
what the chances of this are. I certainly hope it doesn't happen. The risk of waiting for
the infection to resolve further would be the possibility of new tumors forming. All my
                        
doctors are on board with the new plan.
As mentioned, though, little is straightforward in this journey. When I arrived the next
morning to have the stomach drain removed by in the interventional radiologists, the
doctors balked, saying that my stomach was still producing too much fluid and that they
did not recommend removing the drain. Needless to say, this threw me into a panic, as
this was my *third* trip to Hopkins in the hopes of having the drain removed. Only some
eleventh-hour discussions between those doctors and Dr. Mehta resulted in all the
doctors getting on the same page about drain removal. But of course this again made
me feel shaky about the decision to remove the drain, given the initial disagreement
among the doctors. It is hard for me to sit with this type of anxiety and uncertainty,
when I am really trusting the doctors to make the best decisions. In any event, the
stomach drain was removed -- to my surprise, I was not sedated and the PA simply
pulled the tube out of my stomach (uncomfortable, a bit painful, but not excruciating...).
I believe my chemo will start next Thursday, here in State College. Of course, I am
anxious (a recurrent word in this entry, I see..) and will focus on preparing myself
physically and mentally this coming week, while also getting out in the nice weather and
having some fun.
In a beautiful act of friendship, my friend Sandy traveled with me to Baltimore and back.
As paradoxical as it may seem given the circumstances, we actually had a a great time
on our road trip, and shared many laughs -- whether over the deafening din in the hotel's
rooftop restaurant, where the horrible acoustics made the rather pathetic musician
playing his guitar in a remote corner of the room sound like he was playing a sitar; or
over our somewhat madcap multi-hour interlude getting repeatedly lost in Harrisburg
trying to get to Alvaro's bake shop (closed), Little Amps coffee house (struck out trying to
find it at both addresses), and finally winding up at ""The Sandwich Man"" (see pic) in
Paxtonia, PA, for tuna sandwiches. Felt like Groundhog Day as we kept crisscrossing the
same highways and retracing our steps! In another central PA moment, a billboard at the
edge of Harrisburg raised the question of whether those reading it were going to heaven
or hell. Maybe I should call the number to find out? In any event, ""cancer is hilarious"" --
occasionally. A virtual prize to anyone who knows in what t.v. series that line is
pronounced.
In another beautiful act of friendship, my dear friend and college roommate Denise Reiss
and her husband Mike came to visit me briefly at the hotel and accompanied me to my
procedure! It was wonderful to see them and Denise has always gone out of her way to
be in touch with her friends when they are facing challenges. I wish we could have spent
more time visiting but I hope I'll get to see them in NY or PA before long.
Thanks too to my friend John who kindly drove me to his in-laws' farm the other day and
set up a lawn chair for me right by Slab Cabin Creek that runs through the backyard of
                        
the property. Sipping a big glass of ice cold lemonade (which John also provided), I
enjoyed a pleasant few hours reading in this idyllic spot, with ducks, roosters, dogs and a
horse completing the tableau.
Ben and Sammi, seen here wine-tasting in the Beaujolais, are at the end of a wonderful
trip to France, ending with a few days in Annecy. I'm so glad that they were able to take
this trip in my absence. This is great motivation for me to get back to France!
Photos",2,fear,0.9384049,0.0030662748,0.018642073,0.9384049,0.0018315247,0.011932486,0.0048863445,0.02123639
20,"With chemo starting on Thursday, I find myself thinking about how my appearance may
change, especially with the predicted loss of my hair, possible changes in skin tone, and
weight gain or loss. Without wanting to seem vain (but I likely am a bit, but hopefully not
egregiously...), I've always prided myself on my appearance, and -- as many know -- am
all about the clothes, jewelry, makeup and accessories procured near and far that over
the years I've worked into a personal style. I love creating and accessorizing outfits that
suit my mood for the day, occasion or season. I am anxious that the loss of this part of
my identity will depress me. As various friends have pointed out, though, normally this
will be a temporary, reversible situation and I'll still get to inject a bit of signature style
into my look or experiment with new styles (I'll just need to find the right scarves and
hats to rock; I saw some cute ones on Etsy, made from kimono fabric). And *of course* I
realize that losing my hair is a small price to pay to zap those cancer cells. As my dear
grad school friend Vinni and I discussed by phone today, chemo is the crucial next step
in the healing process, as debilitating as it may be. I am grateful to my mother for
coming to State College on Wednesday to see me through the first chemo cycle. She's
been down that road too.
But that song from _Rent,_ though, that's been going through my mind recently. It's
haunting: 
https://www.youtube.com/watch?v=okMdC9-YqrE&list=RDokMdC9-YqrE&start_radio=1&t
=0
It is difficult to know what to say to someone with cancer. For me, what proves helpful
are encouraging words, positivity re outcome, or simply 'holding space' for whatever
thoughts or emotions I may be feeling or wish to express. What proves less helpful, again
for me, are questions about prognosis, expressions of worry over my being 'very ill,' and
mention in list form of women who died young of ovarian cancer. I don't intend to sound
prescriptive, or dictate how people should react to me, and I also have to not be so rigid
as to deny people their own feelings, but I am learning what my triggers are around my
health situation.
Random (and not random!) gestures of kindness are so uplifting and healing -- there
continue to be many of them from all of you (I thank you for even reading my blog, a
kind gesture, and thank everyone for the texts, emails, cards etc.!). My cherished group
of grad school friends (""les filles"") sent me a care package that will enable me to read,
watch, listen and doodle my way through the next few months. My college friend Richard
sent me a short video of him and other friends playing the Fleetwood Mac song
""Songbird"" because he knew I liked it. And walks around the arts fest with several friends
this weekend were lots of fun. I bought a very pretty 'cigar band' type ring with an opal
in the middle (see pics - I always wear purple nail polish at least once at the height of
summer) and a pretty hamsa, the protective hand that one sees all over the Middle East
                        
and that is reputed to bring good luck, happiness, good fortune and health. I always wear
one when I travel and now I will wear this new one through the upcoming weeks. I should
scarcely be buying stuff for myself right now but well.... I couldn't resist. 
Photos",2,fear,0.8699296,0.0032293291,0.00286217,0.8699296,0.005276451,0.02898004,0.08299281,0.006729556
21,"My love of both Art nouveau and Japanese art attracted me to dragonflies. In Art
nouveau, dragonflies often boast a distinctly human and female body, as in Lalique's
spectacular ""Dragonfly Woman Corsage"" brooch, shown to great success at the 1900
World's Fair. They are symbols of the beauty of the natural world (and of women's
relation to it, from the perspective of these creators), but also of transformation and
rebirth -- the dragonfly emerging from her cocoon. You'll find representations of
dragonflies all over my house. So as I head to chemo tomorrow and think about both the
power of my body to regenerate (more white blood cells, hopefully, and fewer cancer
cells) and the persistence of beauty in the world, I was delighted to receive two
dragonfly-themed gifts! My father's longtime partner, Jane, who knows all about me and
dragonflies, sent me a lovely tote bag (pic above) that I'll pack with my iPad (Kindle), ear
buds, hand and face creams, snacks and water as I head to my first round of chemo
tomorrow morning. My friend/colleague, Bénédicte, brought the right touch of bling with
a beautiful dragonfly pin. Vive les libellules!
Among the many descriptions of the experience and effects of chemo that have been
shared with me, the most striking (lyrical? humorous? affecting? real?) was that provided
by Richard, my beloved professor, dissertation director and mentor (whom I've known
since I was an eighteen-year-old freshman at Harvard in 1977), who has just finished
cancer treatment himself. Here's what he wrote me: ""Chemo will be like this weird brief love
affair, with its periodic “trysts” as you are infused in the hospital.  All the steroids they give you for the
first days will make you feel oddly enhanced, and then you will slope into this weird, mushy place
after a day or two, semi-stunned and nauseous. "" I was of course enthused by the initial
comparison of receiving chemo to a love affair and trysts, but then it became clear that
we may be talking about (in Gaga's terms) a ""bad romance."" ""Semi-stunned and
nauseous"" seems far less appealing, along with Richard's warning that ""everything you
eat tastes like shit."" So I've loaded up the fridge with yogurt and almond milk for
smoothies, come what may. One day at a time.
                        
I've also been reading some Jewish prayers for beginning chemotherapy (although I
understand that my cells may well have a mind of their own and that the 'power of
prayer' in my mind is simply akin to a positive and hopeful attitude). This one features
the protective imagery, from both the Torah and Kabbalistic mythology, of angels. I also
like the thought of compassion for the caregivers, as well as self-compassion:
“I sit here and I wait, while the medicine drips into my body. I am afraid, and
I am hopeful. May the medicine that has the power to heal or destroy be
gentle within me. Give me strength over the next few days, weeks and
months to endure the effects of the drugs and illness. While this disease is
part of my body, help me to feel powerful and in control of how I live my life.
“Give me compassion for my doctors, nurses, carers and most of all for my
own body. May I know that I am encircled by Your love. May the ancient
spirit of the angels Michael, Gabriel, Uriel and Raphael bring me a sense of
Your presence, strength, a light at the end of the tunnel, healing and hope.”
Going to lunch with my friends Mar and Jessi at the Corner Room downtown
then will head to pick up my mother at the Megabus station. 
Big love,",1,disgust,0.35301858,0.0062869727,0.35301858,0.22313926,0.06287298,0.13175574,0.031609133,0.19131735
